"id_receita","receitas_concatenadas"
452,"cobertores, Mini Gorros de Papai Noel, cestas organizadoras, Mini Gorros de Papai Noel"
453,"amigurumis, Lã Amigurumi  Brilho - Rosa Escuro, toalhas de mesa, Lã Amigurumi  Brilho - Rosa Escuro"
454,"diversos, outros, Focinho de Porco 20mm, diversos, outros, Boca de Sorriso 15mm, diversos, outros, Lã Amigurumi  Pelúcia - Azul Escuro, diversos, outros, Lã Amigurumi  Pelúcia - Verde Escuro"
455,"panos de prato, Boca de Sorriso 15mm, panos de prato, Lã Amigurumi Soft - Marrom, cintos, Boca de Sorriso 15mm, cintos, Lã Amigurumi Soft - Marrom"
456,"bonecos, Bolinhas decorativas, bonecos, Barbante Natural 8 - Amarelo Claro, tapetes, Bolinhas decorativas, tapetes, Barbante Natural 8 - Amarelo Claro"
457,"animais de pelucia, Agulha de Crochê 4,0 mm, animais de pelucia, Lã algodão 8 - Roxo Escuro, animais de pelucia, Lã algodão 8 - Amarelo Escuro"
458,"porta-sabonetes, Agulha de Crochê 4,0 mm, porta-sabonetes, Lã algodão 4 - Verde Escuro, porta-sabonetes, Lã algodão 4 - Roxo Escuro"
459,"bolsas, Focinho de Cachorro 12mm, bolsas, Lã Amigurumi Soft - Marrom, bolsas, Lã Amigurumi Soft - Laranja Claro, chaveiros, Focinho de Cachorro 12mm, chaveiros, Lã Amigurumi Soft - Marrom, chaveiros, Lã Amigurumi Soft - Laranja Claro"
460,"saidas de praia, Mini Gorros de Papai Noel, saidas de praia, Barbante Natural 4 - Marrom, saidas de praia, Lã algodão 2 - Vermelho Claro, toucas e sapatinhos para bebe, Mini Gorros de Papai Noel, toucas e sapatinhos para bebe, Barbante Natural 4 - Marrom, toucas e sapatinhos para bebe, Lã algodão 2 - Vermelho Claro"
461,"chapeus, Bolinhas decorativas, chapeus, Barbante Natural 6 - Marrom, chapeus, Lã Amigurumi Soft - Rosa, enfeites para carrinho de bebe, Bolinhas decorativas, enfeites para carrinho de bebe, Barbante Natural 6 - Marrom, enfeites para carrinho de bebe, Lã Amigurumi Soft - Rosa"
462,"toalhas de mesa, Focinho de Cachorro 12mm, capas para garrafas de agua quente, Focinho de Cachorro 12mm"
463,"capas para livros, Focinho de Gato 10mm, capas para livros, Chapéu de Sol, capas para livros, Lã Amigurumi  Pelúcia - Roxo Claro, capas para livros, Lã Amigurumi Soft - Rosa"
464,"porta-toalhas, Lã Amigurumi  Brilho - Verde Escuro, porta-toalhas, Lã Amigurumi  Brilho - Laranja Claro"
465,"top cropped, Pequenas Caixas de Presente, top cropped, Lã Amigurumi  Pelúcia - Rosa Escuro"
466,"capas para livros, Bolinhas decorativas, capas para livros, Barbante 2 - Roxo Escuro, bolsas de tablet/laptop, Bolinhas decorativas, bolsas de tablet/laptop, Barbante 2 - Roxo Escuro"
467,"almofadas, Boca de Gato 10mm, almofadas, Lã Amigurumi Soft - Marrom, mochilas, Boca de Gato 10mm, mochilas, Lã Amigurumi Soft - Marrom"
468,"bonecos, Bolinhas decorativas, bonecos, Barbante Natural 4 - Roxo Escuro, bonecos, Lã algodão 6 - Azul, bolsas, Bolinhas decorativas, bolsas, Barbante Natural 4 - Roxo Escuro, bolsas, Lã algodão 6 - Azul"
469,"chapeus, Pequenas Caixas de Presente, chapeus, Barbante 6 - Cinza Escuro"
470,"capas para almofadas, Agulha de Crochê 4,0 mm, capas para almofadas, Barbante 4 - Rosa Escuro, capas para almofadas, Barbante 8 - Laranja"
471,"bolsas de tablet/laptop, Barbante 8 - Amarelo Escuro, bichinhos, Barbante 8 - Amarelo Escuro"
472,"capas para livros, Agulha de Crochê 4,0 mm, capas para livros, Barbante 8 - Branco, capas para livros, Lã algodão 4 - Azul Claro"
473,"tapetes, Barbante Natural 2 - Azul Claro, tapetes, Barbante Natural 8 - Roxo Claro, saidas de praia, Barbante Natural 2 - Azul Claro, saidas de praia, Barbante Natural 8 - Roxo Claro"
474,"cintos, Agulha de Crochê 4,0 mm, cintos, Lã algodão 4 - Amarelo, cintos, Barbante 4 - Vermelho Claro"
475,"almofadas, Óculos de Segurança, almofadas, Chapéu de Inverno, almofadas, Lã Amigurumi Soft - Preto, almofadas, Lã Amigurumi  Pelúcia - Laranja Escuro"
476,"biquinis, Olhos de Gato de Plástico 8mm, biquinis, Lã Amigurumi Soft - Verde Claro"
477,"chaveiros, Olhos de Cachorro de Pelúcia 10mm, chaveiros, Lã Amigurumi Soft - Rosa, chaveiros, Lã Amigurumi  Pelúcia - Cinza Escuro"
478,"animais de pelucia, Agulha de Crochê 4,0 mm, animais de pelucia, Barbante 8 - Azul Claro, animais de pelucia, Lã algodão 8 - Roxo Claro"
479,"diversos, outros, Chapéu de Inverno, diversos, outros, Óculos de Mergulho, diversos, outros, Lã Amigurumi Soft - Roxo Claro, diversos, outros, Lã Amigurumi  Pelúcia - Cinza Escuro"
480,"cortinas, Agulha de Crochê 4,0 mm, cortinas, Lã algodão 4 - Azul, cortinas, Barbante 8 - Laranja, porta-talheres, Agulha de Crochê 4,0 mm, porta-talheres, Lã algodão 4 - Azul, porta-talheres, Barbante 8 - Laranja"
481,"tapetes, Olhos de Cachorro de Pelúcia 12mm, tapetes, Focinho de Porco 18mm, tapetes, Lã Amigurumi Soft - Cinza, cintos, Olhos de Cachorro de Pelúcia 12mm, cintos, Focinho de Porco 18mm, cintos, Lã Amigurumi Soft - Cinza"
482,"toucas e sapatinhos para bebe, Olhos de Cachorro de Botão 8mm, toucas e sapatinhos para bebe, Lã Amigurumi Soft - Roxo, toucas e sapatinhos para bebe, Lã Amigurumi  Pelúcia - Roxo Escuro"
483,"porta-talheres, Mini Gorros de Papai Noel, porta-talheres, Lã Amigurumi  Pelúcia - Branco, porta-talheres, Lã Amigurumi  Pelúcia - Cinza Escuro"
484,"top cropped, Mini Gorros de Papai Noel, top cropped, Lã algodão 4 - Laranja Escuro, top cropped, Lã algodão 8 - Roxo"
485,"xales, Focinho de Porco 18mm, capas para almofadas, Focinho de Porco 18mm"
486,"toucas e sapatinhos para bebe, Bolinhas decorativas, toucas e sapatinhos para bebe, Guirlandas"
487,"mobiles para berco, Agulha de Crochê 4,0 mm, mobiles para berco, Lã algodão 8 - Vermelho Escuro"
488,"xales, Agulha de Crochê 8,0 mm, bolsas de tablet/laptop, Agulha de Crochê 8,0 mm"
489,"top cropped, Pequenas Caixas de Presente, top cropped, Lã Amigurumi  Brilho - Roxo Escuro, top cropped, Barbante Natural 2 - Azul Claro"
490,"cortinas, Mini Árvores de Natal, cortinas, Lã Amigurumi  Brilho - Marrom, cortinas, Lã Amigurumi Soft - Branco"
491,"tapetes, Boca de Gato 10mm, tapetes, Lã Amigurumi  Pelúcia - Laranja Claro, diversos, outros, Boca de Gato 10mm, diversos, outros, Lã Amigurumi  Pelúcia - Laranja Claro"
492,"bonecos, Focinho de Cachorro 10mm, bonecos, Lã Amigurumi  Pelúcia - Amarelo Escuro, bonecos, Lã Amigurumi  Pelúcia - Marrom, mochilas, Focinho de Cachorro 10mm, mochilas, Lã Amigurumi  Pelúcia - Amarelo Escuro, mochilas, Lã Amigurumi  Pelúcia - Marrom"
493,"bonecos, Mini Árvores de Natal, bonecos, Lã algodão 6 - Branco"
494,"capas para almofadas de agulhas de trico, Bolinhas decorativas, saidas de praia, Bolinhas decorativas"
495,"saidas de praia, Mini Árvores de Natal, porta-copos, Mini Árvores de Natal"
496,"xales, Olhos de Cachorro de Botão 6mm, xales, Focinho de Porco 20mm, xales, Lã Amigurumi  Pelúcia - Roxo Escuro, xales, Lã Amigurumi Soft - Cinza Escuro, capas para almofadas de agulhas de trico, Olhos de Cachorro de Botão 6mm, capas para almofadas de agulhas de trico, Focinho de Porco 20mm, capas para almofadas de agulhas de trico, Lã Amigurumi  Pelúcia - Roxo Escuro, capas para almofadas de agulhas de trico, Lã Amigurumi Soft - Cinza Escuro"
497,"blusas, Agulha de Crochê 4,0 mm, blusas, Lã algodão 8 - Verde, cachecois, Agulha de Crochê 4,0 mm, cachecois, Lã algodão 8 - Verde"
498,"mantas para bebe, Agulha de Crochê 4,0 mm, mantas para bebe, Lã algodão 8 - Vermelho Escuro, conjuntos de lingerie, Agulha de Crochê 4,0 mm, conjuntos de lingerie, Lã algodão 8 - Vermelho Escuro"
499,"toalhas de mesa, Olhos de Gato de Plástico 6mm, toalhas de mesa, Lã Amigurumi Soft - Rosa, porta-talheres, Olhos de Gato de Plástico 6mm, porta-talheres, Lã Amigurumi Soft - Rosa"
500,"jogos americanos, Chapéu de Sol, jogos americanos, Chapéu de Inverno, jogos americanos, Lã Amigurumi  Pelúcia - Rosa Claro, cortinas, Chapéu de Sol, cortinas, Chapéu de Inverno, cortinas, Lã Amigurumi  Pelúcia - Rosa Claro"
501,"cortinas, Bolinhas decorativas, cortinas, Lã Amigurumi  Pelúcia - Branco, cintos, Bolinhas decorativas, cintos, Lã Amigurumi  Pelúcia - Branco"
502,"capas para tampa de vaso, Pequenas Caixas de Presente, capas para tampa de vaso, Lã Amigurumi  Brilho - Preto"
503,"jogos americanos, Espuma"
504,"meias, Olhos de Cachorro de Botão 8mm, meias, Focinho de Gato 10mm, meias, Lã Amigurumi  Pelúcia - Rosa Escuro, meias, Lã Amigurumi  Pelúcia - Vermelho, vestidos, Olhos de Cachorro de Botão 8mm, vestidos, Focinho de Gato 10mm, vestidos, Lã Amigurumi  Pelúcia - Rosa Escuro, vestidos, Lã Amigurumi  Pelúcia - Vermelho"
505,"bolsas, Agulha de Crochê 4,0 mm, bolsas, Barbante 8 - Vermelho Escuro, bolsas, Lã algodão 8 - Vermelho Escuro"
506,"animais de pelucia, Mini Gorros de Papai Noel, animais de pelucia, Barbante Natural 4 - Cinza, bolsas de tablet/laptop, Mini Gorros de Papai Noel, bolsas de tablet/laptop, Barbante Natural 4 - Cinza"
507,"mantas para bebe, Mini Árvores de Natal, mantas para bebe, Lã Amigurumi  - Verde Claro"
508,"porta-shampoo, Mini Árvores de Natal, porta-shampoo, Barbante Natural 6 - Verde, porta-shampoo, Barbante Natural 6 - Roxo Claro"
509,"capas para garrafas de agua quente, Chapéu de Palha, capas para garrafas de agua quente, Lã Amigurumi  Pelúcia - Laranja Claro, capas para garrafas de agua quente, Lã Amigurumi  Pelúcia - Rosa Claro"
510,"almofadas, Olhos de Cachorro de Botão 8mm, almofadas, Focinho de Porco 20mm, almofadas, Lã Amigurumi  Pelúcia - Verde, almofadas, Lã Amigurumi Soft - Roxo Claro"
511,"porta-toalhas, Boca de Cachorro 12mm, porta-toalhas, Chapéu de Inverno, porta-toalhas, Lã Amigurumi Soft - Azul Claro"
512,"cachecois, Óculos de Esportes, cachecois, Lã Amigurumi  Pelúcia - Cinza, cachecois, Lã Amigurumi  Pelúcia - Cinza Escuro, porta-shampoo, Óculos de Esportes, porta-shampoo, Lã Amigurumi  Pelúcia - Cinza, porta-shampoo, Lã Amigurumi  Pelúcia - Cinza Escuro"
513,"golas, Boca de Gato 10mm, golas, Focinho de Cachorro 10mm, saidas de praia, Boca de Gato 10mm, saidas de praia, Focinho de Cachorro 10mm"
514,"cestas organizadoras, Olhos de Cachorro de Botão 8mm, cestas organizadoras, Lã Amigurumi Soft - Verde Escuro, cestas organizadoras, Lã Amigurumi Soft - Cinza Claro, meias, Olhos de Cachorro de Botão 8mm, meias, Lã Amigurumi Soft - Verde Escuro, meias, Lã Amigurumi Soft - Cinza Claro"
515,"coletes, Agulha de Crochê 4,0 mm, coletes, Lã algodão 8 - Verde Claro, panos de prato, Agulha de Crochê 4,0 mm, panos de prato, Lã algodão 8 - Verde Claro"
516,"bolsas de tablet/laptop, Agulha de Crochê 4,0 mm, bolsas de tablet/laptop, Lã algodão 4 - Roxo Claro, bolsas de tablet/laptop, Barbante 8 - Azul Claro"
517,"bichinhos, Agulha de Crochê 4,0 mm, bichinhos, Barbante 8 - Amarelo Escuro, bichinhos, Lã algodão 8 - Rosa Escuro"
518,"saidas de praia, Lã Amigurumi  Brilho - Verde, saidas de praia, Lã Amigurumi  - Rosa Escuro"
519,"mobiles para berco, Agulha de Crochê 4,0 mm, mobiles para berco, Lã algodão 8 - Amarelo, porta-copos, Agulha de Crochê 4,0 mm, porta-copos, Lã algodão 8 - Amarelo"
520,"xales, Guirlandas, xales, Lã algodão 4 - Marrom, xales, Barbante 2 - Amarelo Claro"
521,"coletes, Agulha de Crochê 4,0 mm, coletes, Barbante 8 - Marrom, coletes, Lã algodão 8 - Branco"
522,"vestidos, Bolinhas decorativas, vestidos, Barbante 8 - Amarelo Escuro, bolsas de tablet/laptop, Bolinhas decorativas, bolsas de tablet/laptop, Barbante 8 - Amarelo Escuro"
523,"capas para almofadas de agulhas de trico, Guirlandas, capas para almofadas de agulhas de trico, Lã algodão 8 - Verde Escuro, cestas organizadoras, Guirlandas, cestas organizadoras, Lã algodão 8 - Verde Escuro"
524,"capas para tampa de vaso, Agulha de Crochê 4,0 mm, capas para tampa de vaso, Lã algodão 4 - Preto, capas para tampa de vaso, Lã algodão 4 - Roxo Escuro, babadores, Agulha de Crochê 4,0 mm, babadores, Lã algodão 4 - Preto, babadores, Lã algodão 4 - Roxo Escuro"
525,"capas para almofadas, Agulha de Crochê 4,0 mm, capas para almofadas, Lã algodão 8 - Amarelo Escuro, capas para almofadas, Lã algodão 4 - Vermelho"
526,"porta-toalhas, Boca de Gato 10mm, porta-toalhas, Lã Amigurumi Soft - Cinza"
527,"xales, Guirlandas, xales, Lã Amigurumi  - Laranja Escuro, xales, Lã algodão 4 - Azul"
528,"porta-sabonetes, Olhos de Cachorro de Pelúcia 12mm, porta-sabonetes, Chapéu de Inverno, porta-sabonetes, Lã Amigurumi  Pelúcia - Rosa"
529,"capas para garrafas de agua quente, Focinho de Cachorro 10mm, capas para garrafas de agua quente, Olhos de Cachorro de Pelúcia 10mm, capas para garrafas de agua quente, Lã Amigurumi  Pelúcia - Vermelho Claro, porta-sabonetes, Focinho de Cachorro 10mm, porta-sabonetes, Olhos de Cachorro de Pelúcia 10mm, porta-sabonetes, Lã Amigurumi  Pelúcia - Vermelho Claro"
530,"capas para almofadas, Boca de Sorriso 20mm, capas para almofadas, Lã Amigurumi  Pelúcia - Verde Claro, cortinas, Boca de Sorriso 20mm, cortinas, Lã Amigurumi  Pelúcia - Verde Claro"
531,"tapetes, Boca de Boneca 15mm, tapetes, Lã Amigurumi  Pelúcia - Verde Claro, toalhas de mesa, Boca de Boneca 15mm, toalhas de mesa, Lã Amigurumi  Pelúcia - Verde Claro"
532,"gorros, Bolinhas decorativas, gorros, Barbante 6 - Vermelho Claro, tapetes, Bolinhas decorativas, tapetes, Barbante 6 - Vermelho Claro"
533,"golas, Pequenas Caixas de Presente, golas, Barbante 4 - Preto, toucas e sapatinhos para bebe, Pequenas Caixas de Presente, toucas e sapatinhos para bebe, Barbante 4 - Preto"
534,"porta-toalhas, Agulha de Crochê 4,0 mm, porta-toalhas, Lã algodão 8 - Vermelho, porta-toalhas, Lã algodão 8 - Azul Escuro"
535,"cortinas, Pequenas Caixas de Presente, cortinas, Lã algodão 6 - Verde Escuro"
536,"chapeus, Boca de Cachorro 12mm, chapeus, Óculos de Leitura, chapeus, Lã Amigurumi  Pelúcia - Rosa Escuro"
537,"top cropped, Mini Árvores de Natal, top cropped, Lã Amigurumi Soft - Azul, top cropped, Barbante Natural 6 - Vermelho Claro"
538,"porta-sabonetes, Chapéu de Festa, porta-sabonetes, Óculos de Natação, porta-sabonetes, Lã Amigurumi  Pelúcia - Amarelo Claro, porta-sabonetes, Lã Amigurumi Soft - Cinza"
539,"capas para almofadas, Boca de Gato 10mm, capas para almofadas, Lã Amigurumi  Pelúcia - Laranja Claro, capas para almofadas, Lã Amigurumi Soft - Laranja Claro"
540,"capas para almofadas, Agulha de Crochê 4,0 mm, capas para almofadas, Barbante 8 - Rosa Claro, capas para almofadas, Lã algodão 8 - Laranja"
541,"xales, Pequenas Caixas de Presente, xales, Lã algodão 8 - Azul Claro, coletes, Pequenas Caixas de Presente, coletes, Lã algodão 8 - Azul Claro"
542,"xales, Agulha de Crochê 4,0 mm, xales, Barbante 8 - Rosa Claro, mantas para bebe, Agulha de Crochê 4,0 mm, mantas para bebe, Barbante 8 - Rosa Claro"
543,"tapetes, Agulha de Crochê 8,0 mm, tapetes, Agulha de Crochê 10,0 mm, xales, Agulha de Crochê 8,0 mm, xales, Agulha de Crochê 10,0 mm"
544,"vestidos, Agulha de Crochê 4,0 mm, vestidos, Lã algodão 4 - Rosa Claro, vestidos, Lã algodão 8 - Amarelo, cachecois, Agulha de Crochê 4,0 mm, cachecois, Lã algodão 4 - Rosa Claro, cachecois, Lã algodão 8 - Amarelo"
545,"capas para almofadas, Óculos de Sol, capas para almofadas, Chapéu de Palha, capas para almofadas, Lã Amigurumi  Pelúcia - Preto, coletes, Óculos de Sol, coletes, Chapéu de Palha, coletes, Lã Amigurumi  Pelúcia - Preto"
546,"animais de pelucia, Guirlandas, animais de pelucia, Lã Amigurumi  - Amarelo Claro, animais de pelucia, Lã Amigurumi  - Cinza, porta-talheres, Guirlandas, porta-talheres, Lã Amigurumi  - Amarelo Claro, porta-talheres, Lã Amigurumi  - Cinza"
547,"panos de prato, Agulha de Crochê 4,0 mm, panos de prato, Lã algodão 8 - Amarelo Escuro, panos de prato, Barbante 8 - Rosa Escuro"
548,"porta-toalhas, Pequenas Caixas de Presente, porta-toalhas, Lã Amigurumi Soft - Vermelho"
549,"biquinis, Mini Árvores de Natal, biquinis, Lã algodão 8 - Cinza, biquinis, Lã Amigurumi Soft - Cinza, mobiles para berco, Mini Árvores de Natal, mobiles para berco, Lã algodão 8 - Cinza, mobiles para berco, Lã Amigurumi Soft - Cinza"
550,"cortinas, Guirlandas, cortinas, Lã Amigurumi  Brilho - Amarelo Claro, golas, Guirlandas, golas, Lã Amigurumi  Brilho - Amarelo Claro"
551,"tapetes, Pequenas Caixas de Presente, tapetes, Barbante 8 - Roxo Escuro, mochilas, Pequenas Caixas de Presente, mochilas, Barbante 8 - Roxo Escuro"
552,"cortinas, Óculos de Natação, cortinas, Olhos de Cachorro de Pelúcia 10mm, cortinas, Lã Amigurumi Soft - Cinza Claro"
553,"gorros, Agulha de Crochê 4,0 mm, gorros, Barbante 4 - Verde Claro, gorros, Lã algodão 4 - Laranja"
554,"colares, Agulha de Crochê 8,0 mm, colares, Agulha de Crochê Tunisiano 6,0 mm"
555,"conjuntos de lingerie, Agulha de Crochê 4,0 mm, conjuntos de lingerie, Lã algodão 4 - Verde Escuro, cachecois, Agulha de Crochê 4,0 mm, cachecois, Lã algodão 4 - Verde Escuro"
556,"xales, Focinho de Urso 15mm, xales, Boca de Boneca 15mm, xales, Lã Amigurumi Soft - Rosa Claro"
557,"amigurumis, Agulha de Crochê 4,0 mm, amigurumis, Barbante 8 - Marrom"
558,"bolsas de tablet/laptop, Agulha de Crochê 4,0 mm, bolsas de tablet/laptop, Lã algodão 4 - Cinza"
559,"conjuntos de lingerie, Agulha de Crochê 4,0 mm, conjuntos de lingerie, Lã algodão 4 - Cinza Claro"
560,"panos de prato, Bolinhas decorativas, panos de prato, Barbante 8 - Cinza Claro, bolsas, Bolinhas decorativas, bolsas, Barbante 8 - Cinza Claro"
561,"cintos, Chapéu de Cowboy, cintos, Boca de Sorriso 15mm"
562,"top cropped, Óculos de Esportes, top cropped, Óculos de Segurança, top cropped, Lã Amigurumi Soft - Roxo, top cropped, Lã Amigurumi Soft - Rosa"
563,"bichinhos, Pequenas Caixas de Presente, bichinhos, Barbante 8 - Rosa Escuro, top cropped, Pequenas Caixas de Presente, top cropped, Barbante 8 - Rosa Escuro"
564,"toalhas de mesa, Agulha de Crochê 4,0 mm, toalhas de mesa, Lã algodão 8 - Amarelo Escuro, mobiles para berco, Agulha de Crochê 4,0 mm, mobiles para berco, Lã algodão 8 - Amarelo Escuro"
565,"bichinhos, Olhos de Cachorro de Botão 8mm, bichinhos, Chapéu de Sol, bichinhos, Lã Amigurumi  Pelúcia - Roxo Escuro, bichinhos, Lã Amigurumi  Pelúcia - Vermelho Escuro"
566,"toalhas de mesa, Agulha de Crochê 4,0 mm, toalhas de mesa, Barbante 4 - Rosa Claro, toalhas de mesa, Lã algodão 4 - Verde"
567,"bonecos, Agulha de Crochê 4,0 mm, bonecos, Lã algodão 4 - Roxo Claro, bonecos, Lã algodão 8 - Amarelo Claro"
568,"animais de pelucia, Boca de Sorriso 20mm, animais de pelucia, Focinho de Gato 10mm, animais de pelucia, Lã Amigurumi  Pelúcia - Roxo"
569,"coletes, Olhos de Gato de Plástico 6mm, coletes, Boca de Sorriso 20mm, coletes, Lã Amigurumi Soft - Amarelo Escuro"
570,"top cropped, Guirlandas, top cropped, Barbante Natural 8 - Rosa, top cropped, Lã algodão 4 - Cinza, conjuntos de lingerie, Guirlandas, conjuntos de lingerie, Barbante Natural 8 - Rosa, conjuntos de lingerie, Lã algodão 4 - Cinza"
571,"conjuntos de lingerie, Agulha de Crochê 4,0 mm, conjuntos de lingerie, Barbante 4 - Azul Escuro"
572,"bichinhos, Pequenas Caixas de Presente, bichinhos, Barbante Natural 2 - Verde"
573,"porta-shampoo, Agulha de Crochê 4,0 mm, porta-shampoo, Barbante 4 - Branco, porta-toalhas, Agulha de Crochê 4,0 mm, porta-toalhas, Barbante 4 - Branco"
574,"coletes, Bolinhas decorativas, coletes, Barbante Natural 2 - Rosa Claro"
575,"tapetes de banheiro, Fivelas para cintos"
576,"gorros, Boca de Boneca 15mm, gorros, Olhos de Cachorro de Botão 8mm, gorros, Lã Amigurumi  Pelúcia - Laranja Claro, capas para almofadas de agulhas de trico, Boca de Boneca 15mm, capas para almofadas de agulhas de trico, Olhos de Cachorro de Botão 8mm, capas para almofadas de agulhas de trico, Lã Amigurumi  Pelúcia - Laranja Claro"
577,"capas para tampa de vaso, Óculos de Natação, capas para tampa de vaso, Lã Amigurumi Soft - Vermelho"
578,"colares, Pequenas Caixas de Presente, colares, Lã Amigurumi Soft - Rosa Claro, colares, Lã Amigurumi  Brilho - Verde Claro, enfeites para carrinho de bebe, Pequenas Caixas de Presente, enfeites para carrinho de bebe, Lã Amigurumi Soft - Rosa Claro, enfeites para carrinho de bebe, Lã Amigurumi  Brilho - Verde Claro"
579,"cobertores, Agulha de Crochê 4,0 mm, cobertores, Barbante 8 - Branco, cobertores, Lã algodão 8 - Amarelo Claro, coletes, Agulha de Crochê 4,0 mm, coletes, Barbante 8 - Branco, coletes, Lã algodão 8 - Amarelo Claro"
580,"mantas para bebe, Agulha de Crochê 4,0 mm, mantas para bebe, Barbante 4 - Laranja"
581,"bolsas, Boca de Cachorro 12mm, bolsas, Lã Amigurumi Soft - Cinza"
582,"bonecos, Guirlandas, bonecos, Lã Amigurumi  Pelúcia - Branco"
583,"toalhas de mesa, Agulha de Crochê 4,0 mm, toalhas de mesa, Lã algodão 4 - Vermelho Claro, toalhas de mesa, Lã algodão 8 - Rosa Escuro, luvas, Agulha de Crochê 4,0 mm, luvas, Lã algodão 4 - Vermelho Claro, luvas, Lã algodão 8 - Rosa Escuro"
584,"almofadas, Chapéu de Inverno, almofadas, Lã Amigurumi  Pelúcia - Cinza Escuro"
585,"capas para almofadas de agulhas de trico, Agulha de Crochê 4,0 mm, capas para almofadas de agulhas de trico, Lã algodão 8 - Branco, capas para almofadas de agulhas de trico, Lã algodão 8 - Amarelo Escuro"
586,"mobiles para berco, Mini Árvores de Natal, mobiles para berco, Barbante 4 - Amarelo Escuro, mobiles para berco, Barbante 6 - Roxo Escuro"
587,"bolsas de tablet/laptop, Botão Pequeno Gradiente, bolsas de tablet/laptop, Fitas"
588,"saidas de praia, Agulha de Crochê 4,0 mm, saidas de praia, Lã algodão 8 - Verde Claro, saidas de praia, Lã algodão 8 - Azul"
589,"saidas de praia, Botas de Natal, saidas de praia, Lã algodão 4 - Vermelho Escuro, blusas, Botas de Natal, blusas, Lã algodão 4 - Vermelho Escuro"
590,"cachecois, Mini Gorros de Papai Noel, cachecois, Barbante 6 - Roxo Claro, biquinis, Mini Gorros de Papai Noel, biquinis, Barbante 6 - Roxo Claro"
591,"animais de pelucia, Agulha de Crochê 4,0 mm, animais de pelucia, Barbante 8 - Vermelho Claro, animais de pelucia, Barbante 8 - Amarelo Claro, bolsas de tablet/laptop, Agulha de Crochê 4,0 mm, bolsas de tablet/laptop, Barbante 8 - Vermelho Claro, bolsas de tablet/laptop, Barbante 8 - Amarelo Claro"
592,"panos de prato, Botas de Natal, panos de prato, Lã Amigurumi  Pelúcia - Vermelho Claro, panos de prato, Barbante Natural 4 - Amarelo Claro"
593,"colares, Olhos de Cachorro de Pelúcia 12mm"
594,"capas para tampa de vaso, Lã Amigurumi  Pelúcia - Roxo, capas para tampa de vaso, Lã Amigurumi Soft - Roxo"
595,"capas para tampa de vaso, Agulha de Crochê 4,0 mm, capas para tampa de vaso, Barbante 8 - Vermelho Escuro"
596,"cachecois, Boca de Sorriso 15mm, biquinis, Boca de Sorriso 15mm"
597,"panos de prato, Botão Pequeno Prateado, panos de prato, Botão Pequeno Laranja, colares, Botão Pequeno Prateado, colares, Botão Pequeno Laranja"
598,"bichinhos, Óculos de Sol, bichinhos, Lã Amigurumi  Pelúcia - Laranja Escuro"
599,"porta-toalhas, Mini Árvores de Natal, porta-toalhas, Barbante 4 - Laranja, gorros, Mini Árvores de Natal, gorros, Barbante 4 - Laranja"
600,"cortinas, Bolinhas decorativas, cortinas, Botas de Natal"
601,"bolsas de tablet/laptop, Agulha de Crochê 4,0 mm, bolsas de tablet/laptop, Lã algodão 8 - Cinza Escuro, bolsas de tablet/laptop, Lã algodão 8 - Preto"
602,"porta-talheres, Focinho de Gato 8mm, porta-talheres, Lã Amigurumi  Pelúcia - Verde Escuro, porta-talheres, Lã Amigurumi  Pelúcia - Laranja, xales, Focinho de Gato 8mm, xales, Lã Amigurumi  Pelúcia - Verde Escuro, xales, Lã Amigurumi  Pelúcia - Laranja"
603,"luvas, Focinho de Cachorro 12mm, luvas, Chapéu de Inverno, luvas, Lã Amigurumi  Pelúcia - Marrom, cachecois, Focinho de Cachorro 12mm, cachecois, Chapéu de Inverno, cachecois, Lã Amigurumi  Pelúcia - Marrom"
604,"toucas e sapatinhos para bebe, Mini Árvores de Natal, toucas e sapatinhos para bebe, Barbante 8 - Verde Escuro, bonecos, Mini Árvores de Natal, bonecos, Barbante 8 - Verde Escuro"
605,"conjuntos de lingerie, Barbante 4 - Roxo Escuro, conjuntos de lingerie, Barbante Natural 2 - Azul, golas, Barbante 4 - Roxo Escuro, golas, Barbante Natural 2 - Azul"
606,"babadores, Agulha de Crochê 4,0 mm, babadores, Lã algodão 4 - Cinza, jogos americanos, Agulha de Crochê 4,0 mm, jogos americanos, Lã algodão 4 - Cinza"
607,"tapetes, Agulha de Crochê 4,0 mm, tapetes, Lã algodão 8 - Laranja"
608,"capas para livros, Óculos de Esportes, capas para livros, Focinho de Cachorro 10mm, capas para livros, Lã Amigurumi  Pelúcia - Laranja Escuro, capas para livros, Lã Amigurumi  Pelúcia - Amarelo"
609,"capas para garrafas de agua quente, Agulha de Crochê 4,0 mm, capas para garrafas de agua quente, Lã algodão 8 - Vermelho Escuro"
610,"xales, Chapéu de Páscoa, xales, Lã Amigurumi Soft - Branco"
611,"porta-toalhas, Agulha de Crochê 4,0 mm, porta-toalhas, Barbante 4 - Vermelho Escuro, porta-toalhas, Lã algodão 8 - Preto, chapeus, Agulha de Crochê 4,0 mm, chapeus, Barbante 4 - Vermelho Escuro, chapeus, Lã algodão 8 - Preto"
612,"luvas, Bolinhas decorativas, luvas, Barbante 6 - Marrom, luvas, Lã algodão 8 - Rosa"
